time,open,high,low,close,Upper Band,Lower Band,VWAP,MA,EMA,MA,Volume,Plot,Plot
1722869700,5198.98,5200.73,5175.23,5178.23,5214.8090712841,5135.788560033532,5187.5441523779255,5225.579500000012,5182.353444361366,40080.666666666664,25142,45.31626496145398,49.76146153936126
1722870000,5177.98,5184.98,5167.48,5177.98,5213.1392489030895,5137.969084193815,5187.367101385485,5224.960000000012,5181.478755489093,35952.75,29576,40.37736864771748,45.933926092713655
1722870300,5177.73,5213.48,5177.48,5205.98,5211.597456210922,5145.306273733897,5187.614316405421,5224.458000000011,5186.379004391274,35007.666666666664,38990,42.506459948320405,42.733364519163956
1722870600,5206.73,5217.73,5200.48,5212.48,5211.215269337813,5152.17001013607,5188.020110050946,5223.978500000012,5191.599203513019,34498.666666666664,33464,63.37796570354709,48.753931433194985
1722870900,5212.6,5219.48,5208.23,5210.85,5215.545239446325,5153.393822934808,5188.3390040770455,5223.500850000012,5195.449362810416,32922.416666666664,24261,82.57423956192811,62.8195550712652
1722871200,5210.73,5222.98,5207.48,5222.6,5219.897726184673,5156.304282636352,5188.739138675426,5223.068200000012,5200.879490248332,31704.583333333332,26115,91.9339048750822,79.29537004685245
1722871500,5222.73,5222.98,5209.35,5210.98,5223.317353598632,5157.242559144201,5189.045520077433,5222.551200000013,5202.899592198666,30284.416666666668,23112,88.61500155617891,87.70771533106307
1722871800,5210.73,5221.73,5207.73,5215.48,5226.831052976609,5158.528868076431,5189.371931623617,5222.082950000012,5205.415673758933,29466.333333333332,24709,89.48148148148191,90.01012930424766
1722872100,5215.48,5234.48,5211.48,5226.23,5230.842955290409,5160.907449471864,5189.930840817783,5221.684100000012,5209.578539007146,29367.833333333332,32147,85.99126451475445,88.02924918413841
1722872400,5226.48,5227.98,5211.23,5214.23,5233.099174648874,5162.147382040801,5190.265933643323,5221.245850000012,5210.508831205717,28682,24272,82.26584399828916,85.91286333150849
1722872700,5214.48,5223.73,5210.98,5213.23,5235.203991676441,5163.015273899931,5190.534433418489,5220.8013500000125,5211.053064964573,28000.916666666668,21311,75.66195866306053,81.30635572536805
1722873000,5213.48,5219.48,5205.23,5217.23,5237.863569195729,5163.807194897178,5190.762970109149,5220.374350000012,5212.288451971659,26932.416666666668,20090,70.77114427860697,76.23298231331887
1722873300,5216.98,5221.43,5210.98,5218.43,5240.535532376065,5164.486587517518,5190.979973206701,5219.944000000012,5213.516761577327,26272.583333333332,17224,72.8606965174133,73.09793315302691
1722873600,5218.18,5227.93,5210.93,5224.18,5242.700437875227,5166.449099171347,5191.284406834583,5219.578000000011,5215.649409261861,25581.416666666668,21282,78.30845771144351,73.98009950248792
1722873900,5223.68,5228.68,5217.18,5227.68,5241.453117089595,5172.0974164287345,5191.564362090454,5219.232000000011,5218.0555274094895,23818.833333333332,17839,83.50746268656826,78.22553897180835
1722874200,5227.43,5230.43,5221.68,5229.18,5243.976400984285,5173.841700770395,5191.85399297101,5218.954750000012,5220.280421927591,22480.25,17401,88.39312210875562,83.40301416892245
1722874500,5228.93,5237.18,5228.43,5236.93,5247.470556811186,5175.684868585906,5192.249126972157,5218.686900000012,5223.6103375420735,22134.916666666668,20117,93.29043391484743,88.39700623672377
1722874800,5237.18,5241.68,5231.43,5241.05,5249.238440299375,5179.530754107517,5192.657102031448,5218.432750000013,5227.098270033659,21572.5,19366,96.09738680471861,92.59364760944055
1722875100,5241.43,5250.18,5239.43,5249.93,5252.6154578638325,5182.924289456689,5193.3138677351,5218.230500000012,5231.664616026927,21883.333333333332,26842,99.01141083401649,96.13307718452751
1722875400,5249.93,5249.93,5232.43,5234.68,5254.1165623597435,5184.6441614064415,5193.891567409086,5217.9407500000125,5232.267692821542,22172.666666666668,28181,87.74422426381403,94.28434063418304
1722875700,5234.93,5234.93,5219.43,5224.18,5249.330687436206,5190.344253114152,5194.217134180375,5217.5972500000125,5230.650154257234,21386,22707,69.03967371153182,85.26510293645411
1722876000,5224.18,5231.18,5218.68,5221.68,5242.066829193975,5197.959069399207,5194.500885045631,5217.247500000013,5228.856123405787,21177.916666666668,21775,48.09047089358629,68.29145628964406
1722876300,5221.43,5221.8,5212.18,5214.68,5240.5290969890475,5198.481001738116,5194.69154603602,5216.863400000013,5226.02089872463,21080.083333333332,20137,33.25917686318238,50.12977382276684
1722876600,5214.43,5215.68,5204.93,5205.18,5240.134324792477,5196.147193103528,5194.796507482638,5216.468650000013,5221.852718979704,20859.833333333332,17447,19.390687831989233,33.5801118629193
1722876900,5205.43,5208.43,5198.43,5203.3,5239.7714528733395,5193.683253794474,5194.880332422641,5216.114500000013,5218.142175183763,21322.583333333332,22777,10.328824498422643,20.99289639786476
1722877200,5203.3,5208.43,5199.18,5201.93,5240.05306124278,5190.583101932861,5194.936851774076,5215.747250000013,5214.899740147011,20882.75,16004,5.575466410441119,11.764992913617673
1722877500,5202.05,5213.93,5196.93,5207.43,5239.650292094052,5189.483379350576,5195.043967621429,5215.357500000013,5213.405792117608,21294.166666666668,22776,11.96407430087766,9.289455069913807
1722877800,5207.68,5213.93,5202.68,5209.68,5239.580261536909,5188.62258405585,5195.129451332509,5214.986500000014,5212.660633694087,21083.916666666668,14878,16.808418951713502,11.449319887677426
1722878100,5209.43,5216.68,5208.43,5213.68,5239.617169952343,5188.505404631583,5195.259461372196,5214.657400000013,5212.8645069552695,20871.5,17568,25.03912363067293,17.937205627754697
1722878400,5214.43,5220.83,5212.43,5215.08,5239.675640552314,5188.640974547428,5195.396936051964,5214.304650000014,5213.307605564216,20587.833333333332,15962,29.827856025038898,23.891799535808442
1722878700,5215.45,5222.83,5210.58,5211.08,5239.521253162376,5188.2090176421525,5195.51244336307,5213.975650000014,5212.8620844513725,19557.5,14478,30.704225352112218,28.52373500260801
1722879000,5211.33,5218.83,5209.45,5218.08,5239.904601384564,5188.628500771914,5195.633099929907,5213.705400000014,5213.905667561098,18444.75,14828,33.45852895148602,31.330203442879043
1722879300,5217.83,5219.33,5211.58,5215.58,5240.10352544579,5188.679757457689,5195.728752390035,5213.415300000013,5214.2405340488785,17540.666666666668,11858,33.826586352495845,32.663113552031355
1722879600,5215.58,5223.33,5211.83,5214.58,5240.169173885669,5188.649986836527,5195.888237870004,5213.174550000014,5214.3084272391025,17307.75,18980,40.45145250849608,35.912189270825984
1722879900,5214.58,5217.08,5209.58,5210.58,5239.833909170746,5188.255807673146,5195.976751138956,5212.932550000013,5213.562741791282,16743.25,13363,40.49668742162436,38.25824209420543
1722880200,5210.58,5216.83,5208.33,5209.58,5239.264563495248,5187.974704125416,5196.069633467235,5212.683050000014,5212.766193433025,16534.333333333332,14940,44.73934989541889,41.89582994184644
1722880500,5209.83,5214.33,5201.83,5205.08,5237.474683970036,5188.137986734374,5196.127694916542,5212.376050000014,5211.228954746421,15745,13305,39.54729779547206,41.5944450375051
1722880800,5205.45,5206.83,5192.58,5194.58,5234.729288672497,5187.411699107683,5196.143873927888,5212.030300000014,5207.899163797137,16247.333333333334,22032,28.43064794284251,37.57243187791115
1722881100,5194.58,5202.58,5193.33,5200.58,5227.78504469564,5192.357753772141,5196.158344395445,5211.718300000015,5206.435331037709,15498.083333333334,13785,21.130512441487735,29.702819393267436
1722881400,5200.83,5204.08,5192.58,5193.95,5224.420477460935,5192.6515782956285,5196.162438428868,5211.343150000014,5203.938264830167,15492.083333333334,14806,12.3252032520324,20.628787878787552
1722881700,5193.83,5203.58,5192.08,5200.33,5222.606388281817,5192.902614545551,5196.175951545119,5210.9874000000145,5203.2166118641335,15193.25,13982,18.9571815718156,17.470965755111916
1722882000,5200.2,5204.58,5196.58,5197.83,5220.997858949891,5192.620762655823,5196.1925111287665,5210.6391500000145,5202.139289491307,14891.916666666666,12346,16.418428184281726,15.900271002709909
1722882300,5197.7,5206.08,5196.83,5204.45,5220.381107696935,5192.7881213749015,5196.221262349509,5210.317150000014,5202.601431593045,14685,11995,28.127999999999883,21.167869918699072
1722882600,5204.33,5208.83,5199.58,5199.83,5220.043807712619,5191.838828114281,5196.259497218041,5209.968900000014,5202.047145274436,14732.25,15395,27.59466666666655,24.04703161698272
1722882900,5200.08,5204.83,5192.83,5194.2,5219.848220737738,5189.797973581837,5196.265471467721,5209.567500000014,5200.477716219549,15025,15371,23.722666666666438,26.481777777777626
1722883200,5194.33,5194.58,5179.58,5180.83,5221.082512739843,5183.993567835011,5196.153179354946,5209.121750000014,5196.548172975639,15660,26600,11.48038095238084,20.93257142857128
1722883500,5180.83,5184.33,5172.08,5173.08,5222.811516162687,5176.653509119323,5195.94982109287,5208.637250000014,5191.854538380511,16871.833333333332,27905,3.864120789779214,13.022389469608832
1722883800,5173.33,5187.83,5173.08,5177.58,5223.006894654039,5172.238604410638,5195.804067505402,5208.185250000014,5188.999630704409,17635.833333333332,24108,5.676861530520071,7.007121090893375
1722884100,5177.33,5178.83,5171.08,5172.08,5222.956128104632,5167.424085334838,5195.644591182004,5207.685750000015,5185.615704563527,18197.75,20048,5.453078028048044,4.998020116115778
1722884400,5172.83,5186.58,5172.58,5185.83,5221.6960112599445,5166.901324709101,5195.522788099073,5207.211250000014,5185.658563650822,18369.5,24093,16.170686938241193,9.10020883226977
1722884700,5185.95,5186.08,5173.58,5173.58,5220.985266438436,5163.665656581175,5195.410121447712,5206.6830000000145,5183.2428509206575,18690.75,17640,14.304118382930914,11.975961116406717
1722885000,5173.45,5179.58,5169.08,5169.58,5219.178248747947,5161.140205412654,5195.258292678224,5206.138500000015,5180.510280736526,19021.166666666668,18771,13.994808144762032,14.823204488644713
1722885300,5169.33,5174.08,5168.08,5172.08,5217.0846788471035,5159.790113012487,5195.073918820812,5205.625250000015,5178.824224589221,19675.5,21834,5.898776370585644,11.399234299426197
1722885600,5172.08,5180.08,5170.58,5177.58,5214.594316619157,5160.212399825234,5194.925704125036,5205.177000000014,5178.575379671376,20497.333333333332,22208,11.46223199701612,10.451938837454598
1722885900,5177.08,5181.33,5172.83,5178.83,5212.37836674439,5160.795329086249,5194.816067120384,5204.716250000014,5178.626303737101,21013.666666666668,18191,19.836400817995912,12.399136395199227
1722886200,5179.08,5183.83,5170.08,5177.83,5209.910582045332,5161.5951427538175,5194.672368718795,5204.238000000014,5178.4670429896805,21699,23619,24.5398773006135,18.61283670520851
1722886500,5177.58,5183.83,5174.58,5176.33,5207.8076917792005,5161.903202086696,5194.515265373497,5203.752900000013,5178.039634391745,22742,27887,23.51738241308794,22.63122017723245
1722886800,5176.58,5179.83,5166.58,5167.58,5206.924506733025,5159.49582581231,5194.308897795548,5203.227800000013,5175.9477075133955,22707.416666666668,26185,15.595386075357206,21.21754859635288
1722887100,5167.33,5171.83,5163.83,5167.33,5205.104952538155,5158.2905864314325,5194.053532901169,5202.693300000014,5174.2241660107165,22754.25,28467,11.413963893037222,16.84224412716079
1722887400,5167.33,5180.58,5163.83,5172.33,5203.906905221658,5157.704296703207,5193.678099432374,5202.2063000000135,5173.845332808573,25081.416666666668,52034,16.471053190924067,14.49346771977283
1722887700,5172.58,5193.45,5172.58,5192.33,5203.899268305297,5159.907057245771,5193.375658015154,5201.818050000013,5177.542266246859,33909.333333333336,125983,47.67251719613764,25.18584476003298
1722888000,5190.83,5209.26,5185.83,5205.76,5207.639570234369,5160.710914788026,5193.522469184428,5201.501350000012,5183.185812997487,37598.75,68366,74.64375917358053,46.262443186880745
1722888300,5205.51,5221.76,5204.26,5215.26,5213.104658050373,5161.166733160365,5193.647537526402,5201.236500000013,5189.60065039799,37795.666666666664,20003,92.4313907979548,71.58255572255766
1722888600,5214.76,5215.01,5199.01,5199.51,5214.23830421277,5162.390097358849,5193.690398474491,5200.901650000013,5191.582520318392,37299.916666666664,12822,80.88899244443496,82.65471413865676
1722888900,5199.76,5204.26,5198.01,5201.51,5216.392920294559,5162.748966841668,5193.705291480301,5200.566800000012,5193.568016254714,36014.25,6406,71.80505207434273,81.70847843891083
1722889200,5201.76,5210.01,5201.26,5207.26,5220.263436529215,5162.247794689277,5193.723508716294,5200.251950000013,5196.306413003771,34560.5,4763,67.2017952701538,73.29861326297716
1722889500,5207.38,5209.76,5205.51,5209.51,5223.762440282228,5162.225816534502,5193.739157519523,5199.970850000013,5198.947130403017,33337.416666666664,3514,72.95586627538997,70.65423787329549
1722889800,5209.51,5211.01,5207.76,5209.76,5226.9658635436745,5162.2158926238435,5193.7546848907,5199.689150000013,5201.109704322414,31637.25,3217,77.70297485470981,72.62021213341785
1722890100,5209.76,5210.13,5206.01,5207.01,5228.594132682943,5162.953170516239,5193.767816462767,5199.4118000000135,5202.289763457931,29569.666666666668,3076,77.55912307957891,76.07265473655956
1722890400,5206.51,5208.76,5206.01,5207.63,5230.749492739803,5163.056162535649,5193.775887298809,5199.135050000013,5203.357810766345,27548.25,1928,76.47735773059445,77.24648522162772
1722890700,5207.51,5211.01,5207.51,5210.76,5232.464782719721,5163.980333958068,5193.784981856735,5198.888950000013,5204.838248613076,25331.25,1863,77.05276483111807,77.02974854709714
1722891000,5210.63,5212.76,5210.26,5212.26,5233.441946747139,5165.676968342289,5193.7932894390315,5198.6503500000135,5206.3225988904605,21121.25,1514,80.07365210886707,77.8679248901932
1722891300,5212.38,5219.26,5212.26,5219.26,5235.614324151471,5167.257075215155,5193.828833527131,5198.453000000014,5208.910079112368,11042.75,5041,86.76563668795681,81.29735120931399
1722895200,5222.63,5232.88,5222.63,5230,5240.330990502873,5167.981227971693,5228.503333333333,5198.308100000014,5213.128063289894,5543.916666666667,2380,91.50307499272151,86.1141212631818
1722895500,5230.13,5239.63,5229.25,5236.88,5245.930283478118,5168.61505704649,5232.094041297935,5198.191350000014,5217.878450631915,4102.416666666667,2705,95.26560105983963,91.17810424683933
1722895800,5237.13,5241.38,5235.88,5236.75,5250.089407345722,5170.0706626527335,5233.5635062056745,5198.075200000014,5221.652760505533,3174.1666666666665,1683,93.14559141125619,93.30475582127245
1722896100,5236.75,5241.75,5236.13,5240.88,5253.897385478095,5172.129344520507,5234.402949728722,5197.977200000014,5225.498208404426,2731.6666666666665,1096,94.07462252455132,94.16193833188238
1722896400,5240.75,5244.88,5240.13,5242.38,5255.063182304546,5176.557192456094,5235.5809384726745,5197.899200000014,5228.874566723541,2446.9166666666665,1346,94.00049648477084,93.74023680685946
1722896700,5242.88,5245.63,5240.38,5240.88,5253.938835230617,5182.456741933772,5236.388006304929,5197.822450000014,5231.275653378832,2258.9166666666665,1258,93.99054668535446,94.02188856489221
1722897000,5240.88,5242.75,5235.63,5239,5251.592343917359,5188.765559231374,5236.7636352895925,5197.748800000014,5232.820522703066,2129.5,1664,89.14508079678315,92.3787079889695
1722897300,5239,5241.38,5238.13,5239.75,5252.420224535617,5191.6654973608565,5236.906314756671,5197.688900000014,5234.206418162453,1923.8333333333333,608,85.97605175798867,89.7038930800421
1722897600,5239.63,5240.13,5237.38,5237.75,5253.99076738582,5193.086790520514,5236.964906813551,5197.617750000014,5234.915134529962,1805.9166666666667,513,82.91488063153601,86.01200439543595
1722897900,5237.88,5237.88,5234.38,5235.25,5255.4397692509565,5193.868497426202,5236.899771299917,5197.547850000014,5234.98210762397,1718.3333333333333,812,79.6903920578829,82.86044148246921
1722898200,5235.13,5235.13,5227.75,5228,5253.817354482058,5196.128220130609,5236.356599238717,5197.439200000013,5233.585686099175,1697.1666666666667,1260,69.22115907345703,77.275477254292
1722898500,5228,5233.5,5225.13,5233.5,5252.816009520946,5198.753796080991,5235.82824293685,5197.369950000013,5233.568548879341,1408.9166666666667,1582,64.41927408473343,71.11027507202446
1722898800,5233.13,5236.88,5233,5236,5252.634669682195,5200.880868719558,5235.789423112085,5197.322550000014,5234.054839103473,1320.8333333333333,1323,63.53281859516113,65.7244172511172
1722899100,5235.88,5238.88,5234.38,5237.5,5252.585165026206,5202.976512575379,5235.829674831155,5197.283300000014,5234.743871282778,1151.5,673,67.16643935036588,65.03951067675348
1722899400,5237.63,5238.25,5235.38,5236.5,5251.949552172321,5205.272918038637,5235.8470229390305,5197.3171500000135,5235.095097026222,1042.9166666666667,380,63.75244420956626,64.81723405169777
1722899700,5236.38,5236.88,5231.25,5231.75,5249.635322163992,5208.185008026875,5235.726157633845,5197.386000000014,5234.426077620978,1031.4166666666667,958,50.80275715800587,60.57388023931268
1722900000,5231.75,5233.25,5228.63,5230.5,5246.64908926657,5211.474066620405,5235.542669615817,5197.403000000013,5233.640862096782,984.4166666666666,782,37.98373983739786,50.84631373499
1722900300,5230.38,5232.88,5229,5232,5243.762801332755,5214.920053993556,5235.465470297029,5197.541250000013,5233.312689677426,912,389,30.666666666666156,39.817721220689975
1722900600,5232,5239.13,5232,5235.25,5240.3900229311075,5219.4182747450795,5235.465162185985,5197.785100000014,5233.70015174194,879.8333333333334,1278,36.35772357723526,35.00271002709976
1722900900,5235.38,5239.63,5235.25,5238.63,5238.440548888528,5223.029815675642,5235.608348103362,5198.017100000014,5234.686121393553,950.6666666666666,1458,53.165176305565375,40.06318884982227
1722901200,5238.75,5239.13,5236.63,5238.25,5238.706552817301,5224.1952055979,5235.664712090577,5198.340350000014,5235.398897114842,956.4166666666666,582,68.90726511106877,52.81005499795648
1722901500,5237.88,5244.38,5237.88,5243.25,5240.426604140891,5224.722605853814,5236.074560257716,5198.597950000014,5236.969117691873,1035.3333333333333,1759,83.82860393484661,68.63368178382693
1722901800,5243.13,5245.13,5240.63,5241.25,5241.500962137674,5225.3007040480115,5236.4291579709625,5198.8580500000135,5237.825294153498,1062.8333333333333,1590,85.15611055610998,79.29732653400846
1722902100,5241.25,5245.75,5239.13,5245.63,5243.36524948859,5225.765781822269,5236.723492729879,5199.164450000014,5239.386235322799,1032.5833333333333,1219,91.38263695567268,86.78911714887643
1722902400,5245.75,5247.13,5235.63,5238.13,5243.3889688173485,5226.421011892476,5237.146674189084,5199.467100000014,5239.134988258239,1250.3333333333333,3936,79.70298327601918,85.41391026260062
1722902700,5238.38,5244.13,5233.75,5238.63,5243.589964192293,5226.929542164215,5237.304651446132,5199.738500000014,5239.033990606591,1479.8333333333333,3427,70.85433462737072,80.64665161968753
1722903000,5238.75,5242.63,5236.13,5236.75,5243.671971075209,5227.131391818774,5237.362707884514,5199.920500000014,5238.5771924852725,1603.6666666666667,1866,52.34561834561817,67.6343120830027
1722903300,5236.63,5237.5,5229.63,5234.25,5243.505698890606,5227.0782961087125,5237.170725904823,5200.067500000015,5237.711753988218,1706.3333333333333,2190,42.77477477477441,55.32490924925444
1722903600,5234,5237.38,5230.63,5237.25,5243.679089181069,5227.2778586754575,5237.074919437349,5200.227600000014,5237.619403190574,1804.6666666666667,1962,40.288288288287724,45.13622713622678
1722903900,5237.13,5238.38,5234.25,5236,5243.713979352379,5227.342306803525,5237.041244295322,5200.397100000014,5237.295522552459,1916.3333333333333,1729,38.93693693693637,40.666666666666174
1722904200,5236,5241.13,5234.88,5240.5,5243.380028117062,5228.623278404947,5237.104736944999,5200.554700000013,5237.936418041967,1945.5,1628,49.95440338297431,43.0598762027328
1722904500,5240.63,5243.63,5238.5,5242.5,5244.167517357345,5229.073569495901,5237.24714681188,5200.778550000014,5238.849134433573,1951.1666666666667,1526,58.937157565728455,49.27616596187971
1722904800,5242.5,5244.38,5241.25,5243.88,5245.308469472161,5229.31537101411,5237.36301306233,5200.983700000013,5239.855307546859,1981.75,949,72.80073542930651,60.56409879266977
1722905100,5243.88,5256.88,5243.63,5253.88,5249.480904102201,5228.298761099663,5238.227896003044,5201.313200000012,5242.660246037487,2099.3333333333335,3170,81.32075141983377,71.01954813828958
1722905400,5253.88,5256.25,5252.25,5253,5252.445164753814,5228.022151381206,5238.83110846556,5201.608300000013,5244.728196829989,2140,2078,85.39362166885088,79.83836950599705
1722905700,5253.5,5258.38,5253,5258.13,5256.040887031531,5227.835256138249,5239.4395870752205,5201.889050000013,5247.408557463991,2198.1666666666665,1917,91.29424278686332,86.002871958516
1722906000,5258.13,5259.88,5255.13,5258.25,5258.6556902162165,5228.327486937394,5240.0467059708835,5202.121050000013,5249.576845971193,2029.25,1909,93.16782430681668,89.95189625417697
1722906300,5258.25,5263.88,5257.5,5263.75,5262.48104619109,5228.360875995509,5240.900965876551,5202.411150000014,5252.411476776954,1940.6666666666667,2364,97.78748099558209,94.0831826964207
1722906600,5263.75,5277.38,5263.25,5272.5,5268.649957822244,5227.34987653706,5242.855569525474,5202.695650000013,5256.429181421563,2131.5833333333335,4157,94.67070430539307,95.20866986926397
1722906900,5272.5,5275.75,5264.63,5264.75,5271.54900042488,5227.641325900204,5243.848466889552,5202.972650000014,5258.09334513725,2165.3333333333335,2595,87.65009362938025,93.3694263101185
1722907200,5264.75,5267.13,5258.38,5259,5272.647867471463,5228.33385634647,5244.361930304663,5203.202150000014,5258.274676109801,2168.3333333333335,1998,74.94589877835928,85.75556557104422
1722907500,5259,5264.25,5259,5261.38,5274.297950753591,5228.757894605491,5244.696180716128,5203.395400000014,5258.8957408878405,2137.8333333333335,1363,66.9443308975183,76.51344110175263
1722907800,5261.38,5261.75,5255.13,5258.5,5275.033550027963,5229.350310058826,5245.00761583245,5203.5667500000145,5258.816592710273,2137.3333333333335,1622,61.169539882570625,67.6865898528161
1722908100,5258.63,5259.75,5254.13,5256,5275.461754451549,5229.647452293641,5245.253999299079,5203.716250000015,5258.253274168218,2139.5833333333335,1553,57.23162796387643,61.78183291465515
1722908400,5256.13,5256.38,5248.13,5252.63,5274.783403443622,5230.3401645639315,5245.48931219027,5203.887000000014,5257.128619334574,2268.9166666666665,2501,47.42069180490111,55.27395321711608
1722908700,5252.75,5260.25,5249.5,5258.75,5274.843202691125,5231.459073125232,5245.750211803095,5203.983350000015,5257.452895467659,2162.8333333333335,1897,44.82430428045573,49.82554134974445
1722909000,5258.75,5264.38,5257.13,5261.75,5274.84998794373,5233.090166366307,5246.06824219949,5204.134700000015,5258.3123163741275,2126.6666666666665,1644,46.15589469439906,46.133630259918654
1722909300,5261.63,5263.88,5260.75,5263.5,5274.249376945872,5235.506000763209,5246.246009026435,5204.222300000014,5259.349853099302,2038.25,856,51.55736667920419,47.51252188468635
1722909600,5263.25,5265.38,5258.75,5261.13,5273.250120804531,5237.696173313209,5246.507977639284,5204.373700000015,5259.705882479441,1993.9166666666667,1377,50.226780626780375,49.31334733346123
1722909900,5261.25,5261.88,5253.63,5254.75,5270.665343060664,5240.14320876015,5246.651367259795,5204.487550000015,5258.714705983553,1893.3333333333333,1157,39.87464387464361,47.219597060209416
1722910200,5255.13,5256.88,5251.5,5255.25,5268.705764684651,5242.073401248467,5246.772531940574,5204.625800000015,5258.021764786843,1654.3333333333333,1289,30.47293447293421,40.191452991452756
1722910500,5255.13,5258.63,5254.25,5256.38,5266.874013909342,5244.093802887289,5246.893936546392,5204.765950000015,5257.693411829475,1527.25,1070,25.0598290598288,31.80246913580223
